,Rank,Release,Domestic Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor,Year,id,budget,Worldwide Gross,Release_Date,Profit
21,22,Teenage Mutant Ninja Turtles: Mutant Mayhem,118613586.0,3950.0,28007544.0,0.23600000000000002,3858.0,Aug 2,Oct 26,Paramount Pictures,2023,614930.0,75000000.0,180000000.0,2023-08-02,105000000.0
22,23,Scream VI,108161389.0,3676.0,44447270.0,0.41100000000000003,3675.0,Mar 10,May 4,Paramount Pictures,2023,934433.0,35000000.0,169000000.0,2023-03-10,134000000.0
23,24,The Flash,108133313.0,4256.0,55043679.0,0.509,4234.0,Jun 16,Aug 17,Warner Bros.,2023,298618.0,220000000.0,271333313.0,2023-06-16,51333313.0
24,25,Trolls Band Together,102996915.0,3893.0,30002525.0,0.29100000000000004,3870.0,Nov 17,-,Universal Pictures,2023,901362.0,95000000.0,207318137.0,2023-11-17,112318137.0
25,26,M3GAN,95159005.0,3628.0,30429860.0,0.32,3509.0,Jan 6,-,Universal Pictures,2023,536554.0,12000000.0,179960167.0,2023-01-06,167960167.0
26,27,Dungeons & Dragons: Honor Among Thieves,93277026.0,3856.0,37205784.0,0.39899999999999997,3855.0,Mar 31,-,Paramount Pictures,2023,493529.0,151000000.0,208200000.0,2023-03-31,57200000.0
27,28,The Equalizer 3,92373751.0,3965.0,34604229.0,0.375,3965.0,Sep 1,-,Columbia Pictures,2023,926393.0,70000000.0,190000000.0,2023-09-01,120000000.0
28,29,Anyone But You,88319668.0,3055.0,6000344.0,0.068,3055.0,Dec 22,-,Columbia Pictures,2023,1072790.0,25000000.0,214891370.0,2023-12-22,189891370.0
29,30,The Nun II,86267073.0,3743.0,32603336.0,0.37799999999999995,3728.0,Sep 8,-,Warner Bros.,2023,968051.0,38500000.0,268100000.0,2023-09-08,229600000.0
30,31,The Marvels,84500223.0,4030.0,46110859.0,0.546,4030.0,Nov 10,-,Walt Disney Studios Motion Pictures,2023,609681.0,274800000.0,207089999.0,2023-11-10,-67710001.0
31,32,Meg 2: The Trench,82600317.0,3604.0,30002735.0,0.363,3503.0,Aug 4,Oct 12,Warner Bros.,2023,615656.0,129000000.0,384056482.0,2023-08-04,255056482.0
32,33,Insidious: The Red Door,82156962.0,3188.0,33013036.0,0.402,3188.0,Jul 7,Sep 14,Screen Gems,2023,614479.0,16000000.0,185582093.0,2023-07-07,169582093.0
33,34,Blue Beetle,72488072.0,3871.0,25030225.0,0.345,3871.0,Aug 18,-,Warner Bros.,2023,565770.0,104000000.0,130788072.0,2023-08-18,26788072.0
34,35,Killers of the Flower Moon,68026901.0,3786.0,23253655.0,0.342,3628.0,Oct 20,-,Paramount Pictures,2023,466420.0,200000000.0,156922344.0,2023-10-20,-43077656.0
35,36,Haunted Mansion,67653287.0,3740.0,24082475.0,0.35600000000000004,3740.0,Jul 28,Nov 2,Walt Disney Studios Motion Pictures,2023,616747.0,157800000.0,117300000.0,2023-07-28,-40500000.0
36,37,Evil Dead Rise,67233054.0,3417.0,24504315.0,0.364,3402.0,Apr 21,-,Warner Bros.,2023,713704.0,15000000.0,146700000.0,2023-04-21,131700000.0
37,38,The Exorcist: Believer,65537395.0,3684.0,26497600.0,0.40399999999999997,3663.0,Oct 6,-,Universal Pictures,2023,807172.0,30000000.0,134800000.0,2023-10-06,104800000.0
38,39,PAW Patrol: The Mighty Movie,65231360.0,4027.0,22764354.0,0.349,3989.0,Sep 29,Nov 23,Paramount Pictures,2023,893723.0,30000000.0,202231360.0,2023-09-29,172231360.0
39,40,Cocaine Bear,64670240.0,3571.0,23260790.0,0.36,3534.0,Feb 24,-,Universal Pictures,2023,804150.0,32500000.0,87649532.0,2023-02-24,55149532.0
40,41,Wish,63973821.0,3900.0,19698228.0,0.308,3900.0,Nov 22,-,Walt Disney Studios Motion Pictures,2023,1022796.0,175000000.0,251720820.0,2023-11-22,76720820.0
41,42,Napoleon,61524375.0,3500.0,20638887.0,0.335,3500.0,Nov 22,-,Columbia Pictures,2023,753342.0,165000000.0,220597098.0,2023-11-22,55597098.0
42,43,The Color Purple,60619191.0,3218.0,11737072.0,0.19399999999999998,3203.0,Dec 25,-,Warner Bros.,2023,558915.0,95000000.0,67519191.0,2023-12-25,-27480809.0
43,44,Shazam! Fury of the Gods,57638006.0,4071.0,30111158.0,0.522,4071.0,Mar 17,-,Warner Bros.,2023,594767.0,125000000.0,134038006.0,2023-03-17,9038006.0
44,45,Godzilla Minus One,56418793.0,2622.0,11419975.0,0.20199999999999999,2308.0,Dec 1,-,-,2023,940721.0,15000000.0,115857413.0,2023-12-01,100857413.0
45,46,Saw X,53607898.0,3262.0,18309301.0,0.342,3262.0,Sep 29,-,Lionsgate Films,2023,951491.0,13000000.0,111823047.0,2023-09-29,98823047.0
46,47,The Boys in the Boat,52641306.0,2687.0,8400548.0,0.16,2557.0,Dec 25,-,-,2023,823452.0,40000000.0,54401583.0,2023-12-25,14401583.0
47,48,Air,52460106.0,3507.0,14456279.0,0.276,3507.0,Apr 5,-,-,2023,964980.0,80000000.0,90100000.0,2023-04-05,10100000.0
48,49,Jesus Revolution,52102987.0,2575.0,15882067.0,0.305,2475.0,Feb 24,-,Lionsgate Films,2023,719256.0,15000000.0,52300000.0,2023-02-24,37300000.0
49,50,No Hard Feelings,50452282.0,3208.0,15002770.0,0.297,3208.0,Jun 23,-,Sony Pictures Releasing,2023,884605.0,45000000.0,83000000.0,2023-06-23,38000000.0
50,1,Top Gun: Maverick,748319106.197885,4751.0,126707459.0,0.17600000000000002,4735.0,May 27,Dec 16,Paramount Pictures,2022,361743.0,176997966.8893407,1550015779.755487,2022-05-27,1373017812.8661463
51,2,Avatar: The Way of Water,712235411.5133314,4340.0,134100226.0,0.196,4202.0,Dec 16,May 25,20th Century Studios,2022,76600.0,478935675.11233366,2415762249.4789495,2022-12-16,1936826574.3666158
52,3,Black Panther: Wakanda Forever,472510711.38412124,4396.0,181339761.0,0.4,4396.0,Nov 11,Mar 16,Walt Disney Studios Motion Pictures,2022,505642.0,260291127.7784422,894466674.1661958,2022-11-11,634175546.3877535
53,4,Doctor Strange in the Multiverse of Madness,428263871.50779593,4534.0,187420998.0,0.456,4534.0,May 6,-,Walt Disney Studios Motion Pictures,2022,453395.0,208232902.22275376,995119847.7060294,2022-05-06,786886945.4832757
54,5,Jurassic World Dominion,392363970.4708958,4697.0,145075625.0,0.385,4676.0,Jun 10,Sep 23,Universal Pictures,2022,507086.0,171792144.33377185,1043224017.8099127,2022-06-10,871431873.4761409
55,6,Minions: The Rise of Gru,385512780.0209462,4427.0,107010140.0,0.289,4391.0,Jul 1,-,Universal Pictures,2022,438148.0,88498983.44467035,978694640.4469427,2022-07-01,890195657.0022724
56,7,The Batman,384549513.35622495,4417.0,134008624.0,0.363,4417.0,Mar 4,-,Warner Bros.,2022,414906.0,192615434.55604723,802737838.0687158,2022-03-04,610122403.5126686
57,8,Thor: Love and Thunder,357386829.5934121,4375.0,144165107.0,0.42,4375.0,Jul 8,Oct 14,Walt Disney Studios Motion Pictures,2022,616037.0,260291127.7784422,792222076.5064667,2022-07-08,531930948.72802454
58,9,Sonic the Hedgehog 2,198730093.77802536,4258.0,72105176.0,0.37799999999999995,4234.0,Apr 8,Jul 8,Paramount Pictures,2022,675353.0,114528096.22251457,422088092.8055219,2022-04-08,307559996.58300734
59,10,Puss in Boots: The Last Wish,193750860.8961747,4121.0,12429515.0,0.067,4099.0,Dec 21,-,Universal Pictures,2022,315162.0,93704806.0002392,504652438.5368438,2022-12-21,410947632.5366046
60,11,Black Adam,175074010.44206318,4402.0,67004323.0,0.39799999999999996,4402.0,Oct 21,Jan 13,Warner Bros.,2022,436270.0,208232902.22275376,409648374.7959953,2022-10-21,201415472.57324153
61,12,Elvis,157257537.73452017,3932.0,31211579.0,0.207,3906.0,Jun 24,Oct 14,Warner Bros.,2022,614934.0,88498983.44467035,300553255.1139328,2022-06-24,212054271.66926244
62,13,Uncharted,154767876.00293863,4275.0,44010155.0,0.29600000000000004,4275.0,Feb 18,-,Sony Pictures Releasing,2022,335787.0,124939741.33365226,423858072.4744153,2022-02-18,298918331.14076304
63,14,Nope,128351720.72973296,3807.0,44366910.0,0.36,3785.0,Jul 22,Oct 6,Universal Pictures,2022,762504.0,70799186.75573628,177854928.57514822,2022-07-22,107055741.81941195
64,15,Lightyear,123177245.55526474,4255.0,50577961.0,0.428,4255.0,Jun 17,Sep 9,Walt Disney Studios Motion Pictures,2022,718789.0,208232902.22275376,235719645.31615728,2022-06-17,27486743.09340352
65,16,Smile,110295812.46073364,3659.0,22609925.0,0.213,3645.0,Sep 30,Dec 16,Paramount Pictures,2022,882598.0,17699796.68893407,224995650.85168546,2022-09-30,207295854.1627514
66,17,The Lost City,109680464.4525397,4283.0,30453269.0,0.289,4253.0,Mar 25,Jun 23,Paramount Pictures,2022,752623.0,77046173.8224189,200848634.5019494,2022-03-25,123802460.6795305
67,18,Bullet Train,107623719.96584375,4357.0,30030156.0,0.29100000000000004,4357.0,Aug 5,-,Sony Pictures Releasing,2022,718930.0,93704806.0002392,249150667.50952488,2022-08-05,155445861.5092857
68,19,The Bad Guys,101471101.96811947,4042.0,23950245.0,0.24600000000000002,4008.0,Apr 22,Nov 17,Universal Pictures,2022,629542.0,83293160.8891015,260460085.87297675,2022-04-22,177166924.98387524
69,20,Fantastic Beasts: The Secrets of Dumbledore,99796497.13310212,4245.0,42151256.0,0.44,4208.0,Apr 15,Jul 1,Warner Bros.,2022,338953.0,208232902.22275376,423962188.9255267,2022-04-15,215729286.70277292
70,21,DC League of Super-Pets,97512466.43363005,4332.0,23003441.0,0.24600000000000002,4314.0,Jul 29,-,Warner Bros.,2022,539681.0,93704806.0002392,211356395.75609508,2022-07-29,117651589.75585589
71,22,Where the Crawdads Sing,93945065.12282382,3650.0,17253227.0,0.191,3650.0,Jul 15,Oct 20,Sony Pictures Releasing,2022,682507.0,24987948.266730454,150296225.3965591,2022-07-15,125308277.12982863
72,23,The Black Phone,93833108.70294374,3156.0,23633220.0,0.262,3150.0,Jun 24,Sep 23,Universal Pictures,2022,756999.0,17699796.68893407,168043952.0937623,2022-06-24,150344155.40482825
73,24,Scream,85002133.52346621,3666.0,30018805.0,0.368,3664.0,Jan 14,-,Paramount Pictures,2022,646385.0,24987948.266730454,143368353.18036598,2022-01-14,118380404.91363552
74,25,Everything Everywhere All at Once,80369347.09152415,2220.0,501305.0,0.006,10.0,Mar 25,-,A24,2022,545611.0,26029112.77784422,144930099.94703662,2022-03-25,118900987.1691924
75,26,Morbius,76906168.43060943,4268.0,39005895.0,0.528,4268.0,Apr 1,-,Columbia Pictures,2022,526896.0,78087338.33353266,174536354.12968856,2022-04-01,96449015.7961559
76,27,Ticket to Paradise,71086532.54333602,4066.0,16509095.0,0.242,3543.0,Oct 21,-,Universal Pictures,2022,800939.0,20823290.222275376,175748569.47600418,2022-10-21,154925279.2537288
77,28,The Woman King,70099659.55565427,3765.0,19051442.0,0.28300000000000003,3765.0,Sep 16,-,TriStar Pictures,2022,724495.0,52058225.55568844,101305306.9313697,2022-09-16,49247081.375681266
78,29,A Man Called Otto,66913203.680832386,3957.0,56257.0,0.001,4.0,Dec 30,Apr 13,Columbia Pictures,2022,937278.0,52058225.55568844,113447031.1638414,2022-12-30,61388805.608152956
79,30,Halloween Ends,66717676.10913876,3901.0,40050355.0,0.625,3901.0,Oct 14,Nov 17,Universal Pictures,2022,616820.0,20823290.222275376,108697574.96027747,2022-10-14,87874284.73800209
80,31,Dog,64321133.00793768,3827.0,14883928.0,0.24100000000000002,3677.0,Feb 18,-,United Artists Releasing,2022,626735.0,20823290.222275376,88263933.26813483,2022-02-18,67440643.04585946
81,32,Jackass Forever,60120431.93043687,3653.0,23154388.0,0.401,3604.0,Feb 4,-,Paramount Pictures,2022,656663.0,10411645.111137688,83647383.79674362,2022-02-04,73235738.68560593
82,33,Violent Night,52117993.60444893,3723.0,13450240.0,0.26899999999999996,3682.0,Dec 2,-,Universal Pictures,2022,899112.0,20823290.222275376,78852500.54439528,2022-12-02,58029210.32211991
83,34,"Lyle, Lyle, Crocodile",48818580.7506518,4350.0,11401182.0,0.243,4350.0,Oct 7,-,Sony Pictures Releasing,2022,830784.0,52058225.55568844,108373190.78635938,2022-10-07,56314965.230670944
84,35,Death on the Nile,47508444.923230425,3420.0,12891123.0,0.28300000000000003,3280.0,Feb 11,-,20th Century Studios,2022,505026.0,93704806.0002392,142959420.20115837,2022-02-11,49254614.20091918
85,36,Don't Worry Darling,47174542.423351735,4121.0,19353213.0,0.42700000000000005,4113.0,Sep 23,-,Warner Bros.,2022,619730.0,36440757.88898191,90268963.11356376,2022-09-23,53828205.22458185
86,37,Downton Abbey: A New Era,45958615.32555398,3830.0,16000495.0,0.36200000000000004,3820.0,May 20,-,Focus Features,2022,820446.0,41646580.44455075,96465332.92637406,2022-05-20,54818752.48182331
87,38,Barbarian,42524223.82220704,2890.0,10543948.0,0.258,2340.0,Sep 9,-,20th Century Studios,2022,913290.0,4685240.30001196,47268868.80456511,2022-09-09,42583628.50455315
88,39,The Menu,40086004.9879551,3228.0,9004957.0,0.23399999999999999,3211.0,Nov 18,-,Searchlight Pictures,2022,593643.0,36440757.88898191,82906055.92386942,2022-11-18,46465298.03488751
90,41,Strange World,39531936.79939178,4174.0,12151384.0,0.32,4174.0,Nov 23,-,Walt Disney Studios Motion Pictures,2022,877269.0,187409612.0004784,76652238.81799388,2022-11-23,-110757373.18248451
92,43,The Northman,35642299.23705387,3284.0,12290800.0,0.359,3234.0,Apr 22,-,Focus Features,2022,639933.0,83293160.8891015,72499522.9304813,2022-04-22,-10793637.958620206
93,44,The Bob's Burgers Movie,33248370.499940205,3425.0,12416819.0,0.389,3425.0,May 27,-,20th Century Studios,2022,504827.0,39564251.42232322,35554466.59889632,2022-05-27,-4009784.8234269023
95,46,The Invitation,26133312.522116486,3117.0,6805468.0,0.271,3114.0,Aug 26,Oct 20,Sony Pictures Releasing,2022,830788.0,10411645.111137688,35012280.17973382,2022-08-26,24600635.068596132
97,48,Whitney Houston: I Wanna Dance with Somebody,24684011.52264612,3625.0,4700450.0,0.198,3625.0,Dec 23,-,TriStar Pictures,2022,696157.0,52058225.55568844,62261637.76460338,2022-12-23,10203412.208914936
98,49,Ambulance,23718888.461601544,3412.0,8699630.0,0.382,3412.0,Apr 8,-,Universal Pictures,2022,763285.0,41646580.44455075,53914663.525584735,2022-04-08,12268083.081033982
99,50,Marry Me,23361836.709982745,3643.0,7949980.0,0.354,3642.0,Feb 11,-,Universal Pictures,2022,615904.0,23946783.755616684,45811238.489005834,2022-02-11,21864454.73338915
100,1,Spider-Man: No Way Home,904979082.6617484,4336.0,260138569.0,0.32299999999999995,4336.0,Dec 17,Jun 30,Sony Pictures Releasing,2021,634649.0,224897221.0945861,2161090373.1627927,2021-12-17,1936193152.0682065
101,2,Shang-Chi and the Legend of the Ten Rings,252495811.93115103,4300.0,75388688.0,0.336,4300.0,Sep 3,-,Walt Disney Studios Motion Pictures,2021,566525.0,168672915.82093957,486051576.03787863,2021-09-03,317378660.2169391
102,3,Venom: Let There Be Carnage,240134419.3856589,4225.0,90033210.0,0.42200000000000004,4225.0,Oct 1,Jan 27,Sony Pictures Releasing,2021,580489.0,123693471.60202235,570002006.8642285,2021-10-01,446308535.26220614
103,4,Black Widow,206513734.29460824,4275.0,80366312.0,0.43799999999999994,4160.0,Jul 9,-,Walt Disney Studios Motion Pictures,2021,497698.0,224897221.0945861,427024870.34713066,2021-07-09,202127649.25254455
104,5,F9: The Fast Saga,194542781.31671402,4203.0,70043165.0,0.405,4179.0,Jun 25,-,Universal Pictures,2021,385128.0,224897221.0945861,816634983.2590396,2021-06-25,591737762.1644535
105,6,Eternals,185394287.3390707,4090.0,71297219.0,0.43200000000000005,4090.0,Nov 5,-,Walt Disney Studios Motion Pictures,2021,524434.0,224897221.0945861,452116392.4238771,2021-11-05,227219171.32929102
106,7,Sing 2,183056206.3511828,3892.0,22326230.0,0.13699999999999998,3892.0,Dec 22,-,Universal Pictures,2021,438695.0,95581318.96519908,456541358.82200974,2021-12-22,360960039.8568107
107,8,No Time to Die,180919701.867048,4407.0,55225007.0,0.34299999999999997,4407.0,Oct 8,-,Metro-Goldwyn-Mayer (MGM),2021,370172.0,338470317.74735206,870524299.8815883,2021-10-08,532053982.1342363
108,9,A Quiet Place Part II,179999033.36613646,3744.0,47547231.0,0.297,3726.0,May 28,-,Paramount Pictures,2021,520763.0,68593652.43384875,334422167.76764953,2021-05-28,265828515.3338008
109,10,Ghostbusters: Afterlife,145464169.18348894,4315.0,44008406.0,0.34,4315.0,Nov 19,Mar 10,Sony Pictures Releasing,2021,425909.0,84336457.91046979,214776846.1453297,2021-11-19,130440388.23485993
110,11,Free Guy,136767419.5069417,4165.0,28365416.0,0.233,4165.0,Aug 13,-,20th Century Studios,2021,550988.0,123693471.60202235,372767143.96427643,2021-08-13,249073672.36225408
111,12,Jungle Cruise,131550836.25579216,4310.0,35018731.0,0.299,4310.0,Jul 30,-,Walt Disney Studios Motion Pictures,2021,451048.0,224897221.0945861,248387112.8726132,2021-07-30,23489891.778027087
112,13,Dune,121813139.67103368,4125.0,41011174.0,0.379,4125.0,Oct 22,Apr 7,Warner Bros.,2021,438631.0,185540207.40303352,458310881.64319295,2021-10-22,272770674.2401594
113,14,Godzilla vs. Kong,113478745.52160016,3084.0,31625971.0,0.313,3064.0,Mar 31,-,Warner Bros.,2021,399566.0,224897221.0945861,528639015.6622061,2021-03-31,303741794.56762004
114,15,Encanto,108055942.76356791,3980.0,27206494.0,0.28300000000000003,3980.0,Nov 24,-,Walt Disney Studios Motion Pictures,2021,568124.0,56224305.273646526,284494984.68465143,2021-11-24,228270679.4110049
115,16,Halloween Kills,103455144.9710669,3727.0,49404980.0,0.537,3705.0,Oct 15,-,Universal Pictures,2021,610253.0,22489722.10945861,150006446.47008893,2021-10-15,127516724.36063032
116,17,Cruella,96821890.26928441,3922.0,21496997.0,0.25,3892.0,May 28,-,Walt Disney Studios Motion Pictures,2021,337404.0,224897221.0945861,262571142.2159944,2021-05-28,37673921.12140828
117,18,Space Jam: A New Legacy,79379979.54037715,4002.0,31053362.0,0.44,3965.0,Jul 16,-,Warner Bros.,2021,379686.0,168672915.82093957,184078375.46591872,2021-07-16,15405459.64497915
118,19,The Conjuring: The Devil Made Me Do It,73801203.81259917,3280.0,24104332.0,0.36700000000000005,3102.0,Jun 4,-,Warner Bros.,2021,423108.0,43854958.11344429,232093932.16961285,2021-06-04,188238974.05616856
119,20,Candyman,68803447.80654684,3569.0,22001750.0,0.36,3569.0,Aug 27,-,Universal Pictures,2021,565028.0,28112152.636823263,87048234.86784513,2021-08-27,58936082.231021866
120,21,The Boss Baby 2: Family Business,64433368.699708454,3688.0,16000665.0,0.27899999999999997,3644.0,Jul 2,-,Universal Pictures,2021,459151.0,92207860.6487803,165013028.4037347,2021-07-02,72805167.75495441
122,23,The Suicide Squad,62765918.85577739,4019.0,26205415.0,0.469,4002.0,Aug 6,-,Warner Bros.,2021,436969.0,208029929.51249215,189720400.16367123,2021-08-06,-18309529.348820925
123,24,Raya and the Last Dragon,61535289.13335055,2375.0,8502498.0,0.155,2045.0,Mar 5,-,Walt Disney Studios Motion Pictures,2021,527774.0,112448610.54729305,146658887.31765136,2021-03-05,34210276.77035831
124,25,House of Gucci,60508118.30441745,3477.0,14423794.0,0.268,3477.0,Nov 24,-,United Artists Releasing,2021,644495.0,84336457.91046979,172311747.23581943,2021-11-24,87975289.32534964
125,26,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,55667693.64732626,2087.0,21234994.0,0.429,1614.0,Apr 23,-,FUNimation Entertainment,2021,635302.0,17654431.85592501,570248334.5415212,2021-04-23,552593902.6855962
126,27,Clifford the Big Red Dog,55040621.72163708,3700.0,16627491.0,0.34,3700.0,Nov 10,-,Paramount Pictures,2021,585245.0,71967110.75026755,120710610.28125621,2021-11-10,48743499.53098866
127,28,Old,54286264.71572498,3379.0,16854735.0,0.349,3355.0,Jul 23,-,Universal Pictures,2021,631843.0,20240749.898512747,101368497.95187658,2021-07-23,81127748.05336383
128,29,Tom & Jerry,52329857.926242754,2563.0,14112629.0,0.303,2475.0,Feb 26,-,Warner Bros.,2021,587807.0,56224305.273646526,153533607.4188065,2021-02-26,97309302.14515996
129,30,The Forever Purge,50083762.15075469,3058.0,12551220.0,0.282,3051.0,Jul 2,-,Universal Pictures,2021,602223.0,20240749.898512747,86578958.70387866,2021-07-02,66338208.805365905
130,31,Mortal Kombat,47595033.75931652,3114.0,23302503.0,0.551,3073.0,Apr 23,-,Warner Bros.,2021,460465.0,22489722.10945861,94935898.7997269,2021-04-23,72446176.6902683
131,32,Peter Rabbit 2: The Runaway,45543618.01429678,3346.0,10101066.0,0.249,3346.0,Jun 11,-,Sony Pictures Releasing,2021,522478.0,50601874.74628187,172046374.13735837,2021-06-11,121444499.3910765
132,33,PAW Patrol: The Movie,45122671.138657406,3189.0,13148340.0,0.32799999999999996,3184.0,Aug 20,-,Paramount Pictures,2021,675445.0,29236638.742296193,162294123.3289368,2021-08-20,133057484.5866406
133,34,West Side Story,43326811.72839797,2820.0,10574618.0,0.27399999999999997,2820.0,Dec 10,Apr 7,20th Century Studios,2021,511809.0,112448610.54729305,85479128.08075432,2021-12-10,-26969482.466538727
134,35,Hitman's Wife's Bodyguard,42747032.31484666,3361.0,11397820.0,0.3,3331.0,Jun 16,-,Lionsgate Films,2021,522931.0,78714027.38310513,78782049.79659739,2021-06-16,68022.41349226236
135,36,The Matrix Resurrections,42378288.58216777,3552.0,10749011.0,0.285,3552.0,Dec 22,-,Warner Bros.,2021,624860.0,213652360.0398568,175979064.13272315,2021-12-22,-37673295.90713364
136,37,The King's Man,41804314.890379004,3180.0,5915542.0,0.159,3180.0,Dec 22,Mar 10,20th Century Studios,2021,476669.0,112448610.54729305,141572800.67904195,2021-12-22,29124190.1317489
137,38,Don't Breathe 2,36785257.7440307,3005.0,10622473.0,0.325,3005.0,Aug 13,-,Screen Gems,2021,482373.0,11244861.054729305,60497352.47444366,2021-08-13,49252491.419714354
138,39,In the Heights,33706658.800730705,3509.0,11504710.0,0.384,3456.0,Jun 11,-,Warner Bros.,2021,467909.0,61846735.801011175,48352902.53533601,2021-06-11,-13493833.265675165
139,40,Snake Eyes,31782840.743071184,3540.0,13367853.0,0.473,3521.0,Jul 23,-,Paramount Pictures,2021,8688.0,82087485.69952393,116834106.35863748,2021-07-23,34746620.659113556
140,41,Nobody,30999872.31269144,2567.0,6820100.0,0.247,2460.0,Mar 26,-,Universal Pictures,2021,615457.0,19116263.793039817,69469965.58032991,2021-03-26,50353701.7872901
141,42,Wrath of Man,30885685.246625084,3007.0,8309007.0,0.303,2875.0,May 7,-,United Artists Releasing,2021,637649.0,44979444.21891722,116908872.31530426,2021-05-07,71929428.09638704
143,44,Escape Room: Tournament of Champions,28466088.01197918,2815.0,8801391.0,0.348,2815.0,Jul 16,-,Sony Pictures Releasing,2021,585216.0,16867291.582093958,73991185.74011883,2021-07-16,57123894.15802488
147,48,Spirit Untamed,19921637.609071113,3394.0,6101050.0,0.344,3211.0,Jun 4,-,Universal Pictures,2021,637693.0,33734583.164187916,19830554.234527808,2021-06-04,-13904028.929660108
148,49,Licorice Pizza,19473858.245982945,1977.0,345157.0,0.02,4.0,Nov 26,-,United Artists Releasing,2021,718032.0,44979444.21891722,37445387.31224859,2021-11-26,-7534056.906668633
149,50,The Green Knight,19311160.84932649,2798.0,6790917.0,0.395,2790.0,Jul 30,-,A24,2021,559907.0,16867291.582093958,21239240.709325753,2021-07-30,4371949.127231795
150,1,Bad Boys for Life,242886200.57604975,3775.0,62504105.0,0.303,3775.0,Jan 17,-,Sony Pictures Releasing,2020,38700.0,105958324.80072331,502124728.0834277,2020-01-17,396166403.2827044
151,2,Sonic the Hedgehog,175390066.0127661,4198.0,58018348.0,0.389,4167.0,Feb 14,-,Paramount Pictures,2020,454626.0,105958324.80072331,376387515.9865694,2020-02-14,270429191.1858461
152,3,Birds of Prey,99080994.9485223,4236.0,33010017.0,0.392,4236.0,Feb 7,-,Warner Bros.,2020,495764.0,88298604.00060277,241982834.04092565,2020-02-07,153684230.0403229
153,4,Dolittle,90708643.75791602,4155.0,21844045.0,0.284,4155.0,Jan 17,-,Universal Pictures,2020,448119.0,206030076.00140646,295989436.6428089,2020-01-17,89959360.64140245
154,5,The Invisible Man,82894729.43576588,3636.0,28205665.0,0.401,3610.0,Feb 28,-,Universal Pictures,2020,570670.0,8241203.0400562575,170121977.04116133,2020-02-28,161880774.00110507
155,6,The Call of the Wild,73396587.526558,3914.0,24791624.0,0.39799999999999996,3752.0,Feb 21,-,20th Century Studios,2020,481848.0,128327304.48087601,130917396.8648937,2020-02-21,2590092.384017691
156,7,Onward,72469778.30072911,4310.0,39119861.0,0.636,4310.0,Mar 6,-,Walt Disney Studios Motion Pictures,2020,508439.0,235462944.00160736,167108100.805159,2020-03-06,-68354843.19644836
157,8,The Croods: A New Age,68953928.03292751,2211.0,9724200.0,0.166,2211.0,Nov 25,-,Universal Pictures,2020,529203.0,76525456.8005224,254189094.134832,2020-11-25,177663637.33430958
158,9,Tenet,68877743.99739578,2930.0,9353090.0,0.16,2810.0,Sep 3,-,Warner Bros.,2020,577922.0,241349517.60164756,430077900.0958615,2020-09-03,188728382.49421394
159,10,Wonder Woman 1984,55099548.59442605,2218.0,16701957.0,0.35700000000000004,2151.0,Dec 25,-,Warner Bros.,2020,464052.0,235462944.00160736,199673796.211413,2020-12-25,-35789147.79019436
160,11,The Gentlemen,42938781.118615516,2675.0,10651884.0,0.292,2165.0,Jan 24,-,STX Entertainment,2020,522627.0,25900923.84017681,135593449.583248,2020-01-24,109692525.74307118
161,12,Fantasy Island,32151627.93265356,2784.0,12310420.0,0.451,2784.0,Feb 14,-,Sony Pictures Releasing,2020,539537.0,8241203.0400562575,58277078.640397824,2020-02-14,50035875.600341566
162,13,The New Mutants,28082086.55203218,2754.0,7037017.0,0.295,2412.0,Aug 28,-,20th Century Studios,2020,340102.0,78880086.24053846,57888086.79301885,2020-08-28,-20991999.447519615
163,14,Like a Boss,26100495.167624254,3081.0,10011272.0,0.452,3078.0,Jan 10,Feb 20,Paramount Pictures,2020,526019.0,34142126.88023307,31669765.968216192,2020-01-10,-2472360.91201688
164,15,The War with Grandpa,25050775.46234125,2365.0,3623880.0,0.17,2250.0,Oct 9,-,101 Studios,2020,425001.0,21191664.960144665,51080677.66203909,2020-10-09,29889012.70189443
165,16,The Grudge,24984741.057010718,2642.0,11404113.0,0.537,2642.0,Jan 3,Feb 27,Sony Pictures Releasing,2020,465086.0,11773147.200080369,50389070.01634397,2020-01-03,38615922.8162636
166,17,Unhinged,24525190.38383222,2402.0,601032.0,0.028999999999999998,299.0,Aug 14,-,Solstice Studios,2020,625568.0,38851385.760265216,46195828.178091355,2020-08-14,7344442.417826138
167,18,The Photograph,24227000.111548584,2516.0,12181865.0,0.5920000000000001,2516.0,Feb 14,-,Universal Pictures,2020,589049.0,18837035.52012859,24359558.685133167,2020-02-14,5522523.1650045775
168,19,Underwater,20357040.654207125,2791.0,7008297.0,0.405,2791.0,Jan 10,-,Twentieth Century Fox,2020,443791.0,58865736.00040184,48132072.93142873,2020-01-10,-10733663.06897311
169,20,The Turning,18216325.766872354,2571.0,6950045.0,0.449,2571.0,Jan 24,-,Universal Pictures,2020,492611.0,16482406.080112515,22873065.81455966,2020-01-24,6390659.734447146
170,21,Gretel & Hansel,18069018.971790224,3007.0,6154007.0,0.401,3007.0,Jan 31,Mar 20,United Artists Releasing,2020,542224.0,5886573.600040184,26259247.816414297,2020-01-31,20372674.216374114
